1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,-0.18
1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,-0.18
1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0.05
1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,-0.18
1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0.21
1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0.37
1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0.35
1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0.15
1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,-0.47
1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,-0.19
7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,-0.43
7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0
7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,-0.17
7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0.08
7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,-0.16
7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0.06
7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,-0.05
7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0.07
7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,-0.13
7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,-0.06
10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.33
10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.37
10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,-0.51
10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.12
10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.35
10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.19
10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.47
10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.03
10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.46
10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0.43
5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.19
5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.21
5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.52
5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,-0.46
5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,-0.27
5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.59
5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.31
5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0.08
5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,-0.34
5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,-0.16
2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,-0.03
2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,-0.11
2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,0.42
2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,-0.4
2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,-0.23
2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,0.28
2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,0.05
2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,0.17
2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,-0.47
2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,-0.21
4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.19
4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.03
4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.68
4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.26
4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.01
4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.42
4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.21
4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,0.1
4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.35
4,3,1,8,6,7,2,2,10,8,8,10,10,9,9,8,3,-0.23
9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0.3
9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0.65
9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,-0.15
9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0.17
9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0.24
9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0.41
9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0.07
9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0.49
9,9,9,7,6,6,7,1,7,8,5,6,7,7,8,7,7,0.08
8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.14
8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.29
8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.24
8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.18
8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.43
8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.33
8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.19
8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,-0.03
8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.19
8,7,2,6,7,5,5,5,4,9,2,4,8,7,8,5,1,0.3
9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.54
9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.18
9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,-0.14
9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,-0.18
9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0
9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.37
9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.21
9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,-0.11
9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.03
9,7,9,8,7,6,3,3,5,6,6,4,7,7,9,5,5,0.65
7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,0.1
7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,0.09
7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,-0.17
7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,-0.51
7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,0.42
7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,0.68
7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,-0.15
10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,0.61
10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,-0.21
10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,-0.04
10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,-0.18
10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,0.08
10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,0.12
10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,-0.46
10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,-0.4
10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,-0.26
10,6,8,8,3,3,10,8,8,6,7,3,10,6,8,6,1,0.17
9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,0.21
9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,0.32
9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,0.21
9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,-0.16
9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,0.35
9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,-0.27
9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,-0.23
9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,-0.01
9,7,9,7,4,3,6,7,9,8,6,9,9,6,7,2,1,0.24
7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.25
7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.73
7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.37
7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.06
7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.19
7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.59
7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.28
7,2,6,7,7,7,5,5,5,8,3,7,8,7,8,6,1,0.42
8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.34
8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.6
8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,-0.26
8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.35
8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,-0.05
8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.47
8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.31
8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.05
8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.21
8,2,9,7,7,5,4,2,6,4,2,7,9,7,7,2,2,0.41
5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.5
5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.07
5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.29
5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.15
5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.07
5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.03
5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.08
5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.17
5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.1
5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.07
10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,0.28
10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,0.11
10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,-0.15
10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,-0.47
10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,-0.13
10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,0.46
10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,-0.34
10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,-0.47
10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,-0.35
10,10,10,10,5,5,6,7,9,8,1,1,7,7,7,7,10,0.49
10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,-0.36
10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,0.39
10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,-0.47
10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,-0.19
10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,-0.06
10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,0.43
10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,-0.16
